page,level,chinese,english,code
524,3,"伴结膜瓣","with conjunctival flap",11.53
524,2,"角膜巩膜的","corneoscleral",11.51
524,3,"伴结膜瓣","with conjunctival flap",11.53
524,2,"结肠","colon",46.75
524,2,"结膜","conjunctiva",10.6
524,2,"结扎-见结扎","ligation-see Ligation",
524,2,"筋膜","fascia",83.65
524,3,"手","hand",82.46
524,3,"与骨骼附着","to skeletal attachment",83.89
524,4,"手","hand",82.89
524,2,"精索","spermatic cord",63.51
524,2,"静脉","vein",39.32
524,2,"空肠","jejunum",46.73
524,2,"口","mouth",27.52
524,2,"溃疡(出血)(穿孔)(消化性)","ulcer (bleeding) (perforated) (peptic)",44.40
524,3,"肠","intestine",46.79
524,3,"皮肤","skin",86.59
524,3,"十二指肠","duodenum",44.42
524,4,"内镜的","endoscopic",44.43
524,3,"胃,胃的","stomach,gastric",44.41
524,4,"内镜的","endoscopic",44.43
524,2,"泪小管","canaliculus",09.73
524,2,"卵巢","ovary",65.71
524,3,"腹腔镜的","laparoscopic",65.74
524,2,"盲肠","cecum",46.75
524,2,"眉","eyebrow",08.81
524,2,"脑膜(脑的)","meninges (cerebral)",02.11
524,3,"脊髓的","spinal",03.59
524,2,"黏液囊","bursa",83.99
524,3,"手","hand",82.99
524,2,"尿道","urethra",58.41
524,3,"产科撕裂(近期)","obstetric laceration (current)",75.61
524,2,"尿道周围组织与耻骨联合","periurethral tissue to symphysis pubis",59.5
524,2,"膀胱","bladder",57.81
524,3,"产科撕裂(近期)","obstetric laceration (current)",75.61
524,2,"盆底","pelvic floor",71.71
524,3,"产科撕裂(近期)","obstetric laceration (current)",75.69
524,2,"脾","spleen",41.95
524,2,"皮肤(黏膜)(不伴移植)","skin (mucous membrane) (without graft)",86.59
524,3,"伴移植-见移植物,皮肤","with graft-see Graft, skin",
525,3,"鼻","nose",21.81
525,3,"耳","ear",18.4
525,3,"眉","eyebrow",08.81
525,3,"乳房","breast",85.81
525,3,"头皮","scalp",86.59
525,4,"再植术","replantation",86.51
525,3,"外阴","vulva",71.71
525,3,"眼睑","eyelid",08.81
525,3,"阴茎","penis",64.41
525,3,"阴囊","scrotum",61.41
525,2,"皮下组织(不伴皮肤移植)","subcutaneous tissue (without skin graft)",86.59
525,3,"伴移植-见移植物,皮肤","with graft-see Graft, skin",
525,2,"气管","trachea",31.71
525,2,"韧带","ligament",81.96
525,3,"Cooper's","Cooper's",54.64
525,3,"伴关节成形术-见关节成形术","with arthroplasty-see Arthroplasty",
525,3,"骶骨子宫的","sacrouterine",69.29
525,3,"踝","ankle",81.94
525,3,"阔","broad",69.29
525,3,"上肢","upper extremity",81.93
525,3,"胃结肠的","gastrocolic",54.73
525,3,"膝","knee",81.95
525,3,"下肢NEC","lower extremity NEC",81.95
525,3,"子宫","uterine",69.29
525,3,"足和趾","foot and toes",81.94
525,2,"乳房(皮肤)","breast (skin)",85.81
525,2,"舌","tongue",25.51
