page,level,chinese,english,code
544,2,"胸(肋骨)(胸骨)","thorax(ribs)(sternum)",77.31
544,3,"楔形","wedge",77.21
544,2,"跖骨","metatarsal",77.38
544,3,"楔形","wedge",77.28
544,4,"用于踇外翻修补术","for hallux valgus repair",77.51
544,2,"指(趾)骨(足)(手)","phalanges(foot)(hand)",77.39
544,3,"楔形","wedge",77.29
544,4,"用于修补术","for repair of",
544,5,"踇囊炎—见踇囊肿切除术","bunion-see Bunionectomy",
544,5,"踇外翻—见踇囊肿切除术","hallux valgus-see Bunionectomy",
544,5,"小趾囊肿","bunionette",77.54
544,3,"用于修补术","for repair of",
544,4,"踇囊炎—见踇囊肿切除术","bunion-see Bunionectomy",
544,4,"踇外翻—见踇囊肿切除术","hallux valgus-see Bunionectomy",
544,4,"小趾囊肿","bunionette",77.54
544,2,"趾","toe",77.39
544,3,"楔形","wedge",77.29
544,4,"用于修补术","for repair of",
544,5,"踇囊炎—见踇囊肿切除术","bunion-see Bunionectomy",
544,5,"踇外翻—见踇囊肿切除术","hallux valgus-see Bunionectomy",
544,5,"小趾囊肿","bunionette",77.54
544,3,"用于修补术","for repair of",
544,4,"踇囊炎—见踇囊肿切除术","bunion-see Bunionectomy",
544,4,"踇外翻—见踇囊肿切除术","hallux valgus-see Bunionectomy",
544,4,"小趾囊肿","bunionette",77.54
544,2,"椎骨","vertebrae",77.39
544,3,"楔形","wedge",77.29
544,1,"骨溶解—见亚目","Osteolysis-see subcategory",78.4
544,1,"骨再折术","Refracture",
544,2,"鼻骨","nasal bones",21.88
544,2,"骨(用于连接不好的)—另见折骨术","bone(for faulty unlon)-see also Osteoclasis",78.70
544,1,"骨折,外科手术的—另见折骨术","Fracture, surgical-see also Osteoclasis",78.70
544,2,"鼻甲(鼻的)","turbinates(nasal)",21.62
544,1,"钴-60疗法(治疗)","Cobalt-60 therapy(treatment)",92.23
544,1,"鼓窦隐窝切开术(耳)","Atticoantrotomy(ear)",20.49
544,1,"鼓窦隐窝造口术(耳)","Atticoantrostomy(ear)",20.49
544,1,"鼓膜襞切断术,鼓室","Plicotomy, tympanum",20.23
544,1,"鼓膜成形术(鼓室上的,I型)(经烧灼)(通过移植)","Myringoplasty (epitympanic, type I) (by cauterization) (by graft)",19.4
544,2,"修复术","revision",19.6
545,1,"鼓膜锤骨迷路固定术","Myringomalleolabyrinthopexy",19.52
545,1,"鼓膜固走术","Myringostapediopexy",19.53
545,1,"鼓膜切除术","Myringectomy, Myringodectomy, Tympanectomy",20.59
545,2,"伴鼓室成形术—见鼓室成形术","with tympanoplasty-see Tympanoplasty",
545,1,"鼓膜切开术","Tympanotomy",20.09
545,2,"伴插管法","with intubation",20.01
545,1,"鼓膜切开术(伴抽吸)(伴引流)","Myringotomy(with aspiration)(with drainage)",20.09
545,2,"伴管或引流装置插入(纽)(金属孔眼)","with insertion of tube or drainage device (button) (grommet)",20.01
545,1,"鼓膜造口术","Myringostomy",20.01
545,1,"鼓室成形术(I型)(伴移植)","Tympanoplasty (type I) (with graft)",19.4
545,2,"伴","with",
545,3,"半规管开窗","fenestra in semicircular canal",19.55
545,3,"移植物靠紧","graft against",
545,4,"活动且完整的镫骨","mobile and intact stapes",19.53
545,3,"砧镫骨固定术","incudostapediopexy",19.52
545,4,"砧骨或锤骨","incus or malleus",19.52
545,3,"圆窗上含气小室","air pocket over round window",19.54
545,2,"鼓室上的,I型","epitympanic,type I",19.4
545,2,"型","type",
545,3,"II(移植物靠紧砧骨或锤骨)","II (graft against incus or malleus)",19.52
545,3,"III(移植物靠紧活动且完整的镫骨)","III (graft against mobile and intact stapes)",19.53
545,3,"IV(圆窗上含气小室)","IV (air pocket over round window)",19.54
545,3,"V(开穿半规管)","V (fenestra in semicircular canal)",19.55
545,2,"修复术","revision",19.6
545,1,"鼓室交感神经切除术","Tympanosympathectomy",20.91
545,1,"鼓室乳突切除术","Tympanomastoidectomy",20.42
545,1,"鼓室上隐窝切开术(耳)","Atticotomy(ear)",20.23
