"page","level","chinese","english","code"
604,1,"静脉眼前房角吻合术","Phlebogoniostomy","12.52"
604,1,"静脉造影术(对比)(逆行的)","Phlebography (contrast) (retrograde)","88.60"
604,2,"肺动脉","pulmonary","88.62"
604,2,"腹内的 NEC","intra-abdominal NEC","88.65"
604,2,"肝的","hepatic","88.64"
604,2,"股骨的","femoral","88.66"
604,2,"颈","neck","88.61"
604,2,"门静脉系统","portal system","88.64"
604,2,"腔静脉(下)(上)","vena cava (inferior) (superior)","88.51"
604,2,"肾上腺的","adrenal","88.65"
604,2,"特指部位 NEC","specified site NEC","88.67"
604,2,"头","head","88.61"
604,2,"下肢 NEC","lower extremity NEC","88.66"
604,2,"胸内的 NEC","intrathoracic NEC","88.63"
604,2,"用放射性核素-见扫描,放射性核素,按部位","by radioisotope-see Scan, radioisotope, by site",""
604,2,"阻抗","impedance","88.68"
604,1,"静脉造影术-见静脉造影术","Venography-see Phlebography",""
604,1,"灸术","Moxibustion","93.35"
604,1,"居荣手术-见 Guyon 手术","居荣手术— see Guyon operation",""
604,1,"局部血流动研究","Regional blood flow study","92.05"
604,1,"距骨切除术","Astragalectomy, Talectomy","77.98"
604,1,"绝育","Sterilization",""
604,2,"男性 NEC-另见结扎,输精管","male NEC-see also Ligation, vas deferens","63.70"
604,2,"女性-另见特指手术","female-see also specific operation","66.39"
604,1,"均等化,腿","Equalization, leg",""
604,2,"缩短-见亚目","shortening-see subcategory","78.2"
604,2,"延长-见亚目","lengthening-see subcategory","78.3"
604,1,"军用抗休克裤(MAST)","Military anti-shock trousers (MAST)","93.58"
604,1,"Kader 手术(暂时性胃造口术)","Kader operation (temporary gastrostomy)","43.19"
604,1,"Kasai 门静脉肠造口术","Kasai portoenterostomy","51.37"
604,1,"Kaufman 手术(用于尿道口失禁)","Kaufman operation (for urinary stress incontinence)","59.79"
604,1,"Kazanjian 手术(颊前庭颊唇沟或舌沟牵伸术)","Kazanjian operation (buccal vestibular sulcus extension)","24.91"
604,1,"Kehr 手术(肝固定术)","Kehr operation (hepatopexy)","50.69"
604,1,"Keller 手术(踇囊肿切除术)","Keller operation (bunionectomy)","77.59"
605,1,"Kelly(-Kennedy)手术(尿道膀胱折叠术)","Kelly (-Kennedy) operation (urethrovesical plication)","59.3"
605,1,"Kelly-Stoeckel 手术(尿道膀胱折叠术)","Kelly-Stoeckel operation (urethrovesical plication)","59.3"
605,1,"Kerr 手术(子宫颈下剖宫产术)","Kerr operation (low cervical cesarean section)","74.1"
605,1,"Kessler 手术(关节成形术,腕掌关节)","Kessler operation (arthroplasty, carpometacarpal joint)","81.74"
605,1,"Kidner 手术(副舟骨切除术)(伴腱移植)","Kidner operation (excision of accessory navicular bone) (with tendon transfer)","77.98"
605,1,"Killian 手术(额窦窦切开术)","Killian operation (frontal sinusotomy)","22.41"
605,1,"KingSteelquist 手术(后肢截断术)","King-Steelquist operation (hind-quarter amputation)","84.19"
605,1,"Kirk 手术(经大腿截断术)","Kirk operation (amputation through thigh)","84.17"
605,1,"Kock 凹手术","Kock pouch",""
605,2,"ESWL(体外休克波碎石术)","ESWL (electrocorporeal shockwave lithotripsy)","98.51"
605,2,"肠吻合术-省略编码","bowel anastomosis-omit code",""
605,2,"节制性回肠造口术","continent ileostomy","46.22"
605,2,"泌尿系转流术操作","urinary diversion procedure","56.51"
605,2,"皮肤输尿管回肠造口术","cutaneous uretero-ileostomy","56.51"
605,2,"去除,结石","removal, calculus","57.19"
605,2,"修复术,皮肤输尿管回肠造口术","revision, cutaneous uretero-ileostomy","56.52"
605,1,"Kockogram(回肠代膀胱造影)","Kockogram (ileal conduitiogram)","87.78"
605,1,"Kockoscopy(小肠内镜检查)","Kockoscopy","45.12"
605,1,"Kondoleon 手术(淋巴水肿矫正术)","Kondoleon operation (correction of lymphedema)","40.9"
605,1,"Krause 手术(交感神经去神经术)","Krause operation (symphatetic denervation)","05.29"
605,1,"Kroener 手术(部分输卵管切除术)","Kroener operation (partial salpingectomy)","66.69"
605,1,"Kroenlein 手术(眶侧切开术)","Kroenlein operation (lateral orbitotomy)","16.01"
605,1,"Kronig 手术(子宫颈下剖宫产术)","Kronig operation (low cervical cesarean section)","74.1"
605,1,"Krunkenberg 手术(肘下截断重建术)","Krunkenberg operation (reconstruction of below-elbow amputation)","82.89"
605,1,"Kuhnt-Szymanowski 手术(睑外翻修补术伴睑再建造术)","Kuhnt-Szymanowski operation (ectropion repair with lid reconstruction)","08.44"
606,1,"卡德尔手术-见 Kader 手术","卡德尔手术— see Kader operation",""
606,1,"卡尔普-迪威尔德手术-见 Culp-Deweerd 手术","卡尔普-迪威尔德手术— see Culp-Deweerd operation",""
606,1,"卡尔普-斯卡迪诺手术-见 Culp-Scardino 手术","卡尔普-斯卡迪诺手术— see Culp-Scardino operation",""
606,1,"卡兰德手术-见 Callander 手术","卡兰德手术— see Callander operation",""
606,1,"卡罗尔和泰伯手术-见 Carroll and Taber 手术","卡罗尔和泰伯手术— see Carroll and Taber operation",""
606,1,"卡赛手术-见 Kasai 手术","卡赛手术— see Kasai operation",""
606,1,"卡特尔手术-见 Cattell 手术","卡特尔手术— see Cattell operation",""
606,1,"卡赞吉安手术-见 Kazanjian 手术","卡赞吉安手术— see Kazanjian operation",""
606,1,"开窗手术","Window operation",""
606,2,"鼻窦-见窦切开术,上颌","nasoantral-see Antrotomy, maxillary",""
606,2,"窦(鼻窦)-见窦切开术,上颌","antrum (nasal sinus)-see Antrotomy, maxillary",""
606,2,"骨皮质-另见切开,骨","bone cortex-see also Incision, bone","77.10"
606,2,"面的","facial","76.09"
606,2,"心包","pericardium","37.12"
606,2,"胸膜","pleura","34.09"
606,2,"主动脉肺动脉","aorticopulmonary","39.59"
606,1,"开窗术","Fenestration",""
606,2,"半规管(伴移植)","semicircular canals (with graft)","20.61"
606,2,"镫骨足板(伴静脉移植)","stapes foot plate (with vein graft)","19.19"
606,3,"伴砧骨置换","with incus replacement","19.11"
606,2,"动脉瘤(夹层性),胸主动脉","aneurysm (dissecting), thoracic aorta","39.54"
606,2,"腭","palate","27.1"
606,2,"耳","ear",""
606,3,"鼓室的","tympanic","19.55"
606,3,"内(伴移植)","inner (with graft)","20.61"
606,4,"修正术","revision","20.62"
606,2,"鼓膜","tympanic membrane","19.55"
606,2,"卵圆窗的,耳道","oval window, ear canal","19.55"
606,2,"伦珀特(耳内的)","Lempert's (endaural)","19.9"
606,2,"迷路(伴移植)","labyrinth (with graft)","20.61"
606,2,"前庭(伴移植)","vestibule (with graft)","20.61"
606,2,"手术(主动脉)","operation (aorta)","39.54"
606,2,"心瓣膜","cardiac valve","35.10"
606,2,"心包","pericardium","37.12"
606,2,"胸壁","chest wall","34.01"
606,2,"主动脉动脉瘤","aortic aneurysm","39.54"
606,1,"开腹术,探查术","Celiotomy, exploratory","54.11"
606,1,"凯尔手术-见 Kehr 手术","凯尔手术— see Kehr operation",""
607,1,"凯勒手术-见 Keller 手术","凯勒手术— see Keller operation",""
607,1,"凯利(-肯尼迪)手术-见 Kelly(-Kennedy)手术","凯利(-肯尼迪)手术— see Kelly(-Kennedy) operation",""
607,1,"凯利-斯托克克尔手术-见 Kelly-Stoeckel 手术","凯利-斯托克克尔手术— see Kelly-Stoeckel operation",""
607,1,"凯努手术-见 Quenu 胸成形术","凯努手术— see Quenu thoracoplasty",""
607,1,"凯斯勒手术-见 Kessler 手术","凯斯勒手术— see Kessler operation",""
607,1,"坎贝尔手术-见 Campbell 手术","坎贝尔手术— see Campbell operation",""
607,1,"康多利昂手术-见 Kondoleon 手术","康多利昂手术— see Kondoleon operation",""
607,1,"康复方案 NEC","Rehabilitation programs NEC","93.89"
607,2,"酒精","alcohol","94.61"
607,3,"伴脱瘾","with detoxification","94.63"
607,3,"联合酒精和药物","combined alcohol and drug","94.67"
607,4,"伴脱瘾","with detoxification","94.69"
607,2,"受保护的职业","sheltered employment","93.85"
607,2,"药物","drug","94.64"
607,3,"伴脱瘾","with detoxification","94.66"
607,3,"联合药物和酒精","combined drug and alcohol","94.67"
607,4,"伴脱瘾","with detoxification","94.69"
607,2,"职业","vocational","93.85"
607,1,"康曼多手术-见 Commando 手术","康曼多手术— see Commando operation",""
607,1,"抗恐怖治疗","Antiphobic treatment","94.39"
607,1,"抗生图谱-见检查,显微镜","Antibiogram-see Examination, microscopic",""
607,1,"抗栓子过滤器,腔静脉","Antiembolic filter, vena cava","38.7"
607,1,"考德威尔卢克手术-见 CaldwellLuc 手术","考德威尔-卢克手术— see Caldwell-Luc operation",""
607,1,"考德威尔手术-见 Caldwell 手术","考德威尔手术— see Caldwell operation",""
607,1,"考夫曼手术-见 Kaufman 手术","考夫曼手术— see Kaufman operation",""
607,1,"考文垂手术-见 Coventry 手术","考文垂手术— see Coventry operation",""
607,1,"柯蒂斯手术-见 Curtis 手术","柯蒂斯手术— see Curtis operation",""
607,1,"柯克手术-见 Kirk 手术","柯克手术— see Kirk operation",""
607,1,"科迪手术-见 Cody 手术","科迪手术— see Cody operation",""
607,1,"科尔手术-见 Cole 手术","科尔手术— see Cole operation",""
607,1,"科菲手术-见 Coffey 手术","科菲手术— see Coffey operation",""
607,1,"科凯特手术-见 Cockett 手术","科凯特手术— see Cockett operation",""
607,1,"科克内镜检查-见 Kockoscopy","科克内镜检查— see Kockoscopy",""
607,1,"科克手术-见 Kock 凹手术","科克手术— see Kock pouch",""
