page,level,chinese,english,code
624,2,"胆囊","gallbladder",51.93
624,2,"胆囊胃肠的","cholecystogastroenteric",51.93
624,2,"腹胸的","abdominothoracic",34.83
624,2,"腹子宫","abdominouterine",69.42
624,2,"肝肺动脉的","hepatopulmonary",34.73
624,2,"肝管","hepatic duct",51.79
624,2,"肝胸膜的","hepatopleural",34.73
624,2,"肛门","anus",49.12
624,2,"骨—另见切除术,病损,骨","bone-see also Excision, lesion, bone",77.60
624,2,"关节—另见切除术,病损,关节","joint-see also Excision, lesion, joint",80.80
624,2,"横膈","diaphragm",34.83
624,2,"喉","larynx",31.62
624,2,"喉气管的","laryngotracheal",31.62
624,2,"会阴乙状结肠的","perineosigmoidal",71.72
624,2,"会阴直肠的","perineorectal,vulvorectal",71.72
624,2,"角膜","cornea",11.49
624,2,"口 NEC","mouth NEC",27.53
624,2,"口鼻的","oronasal",21.82
624,2,"口腔鼻窦的","oroantral",22.71
624,2,"阑尾","appendix",47.92
624,2,"泪的","lacrimal",
624,3,"囊","sac",09.6
624,3,"腺","gland",09.21
624,2,"尿道","urethra",58.43
624,2,"膀胱(经尿道入路)","bladder (transurethral approach)",57.84
624,2,"膀胱乙状结肠阴道的","vesicosigmoidovaginal",57.83
624,2,"皮肤","skin",86.3
624,2,"皮下组织","subcutaneous tissue",86.3
624,2,"气管 NEC","trachea NEC",31.73
624,2,"气管食管的","tracheoesophageal",31.73
624,2,"鳃裂","branchial cleft",29.52
624,2,"声带","vocal cords",31.62
624,2,"食管 NEC","esophagus NEC",42.84
624,2,"食管胸膜皮肤的","esophagopleurocutaneous",34.73
624,2,"输卵管","fallopian tube",66.73
624,2,"输尿管","ureter",56.84
624,2,"胃 NEC","stomach,gastric NEC",44.63
624,2,"涎腺(管)(腺)","salivary (duct) (gland)",26.42
624,2,"胸 NEC","thorax NEC",34.73
624,2,"胸肠的","thoracointestinal",34.83
624,2,"胸腹的","thoracoabdominal",34.83
624,2,"胸膜的","pleura",34.73
625,2,"胸胃的","thoracogastric",34.83
625,2,"咽 NEC","pharynx NEC",29.53
625,2,"咽食管的","pharyngoesophageal",29.53
625,2,"胰","pancreas",52.95
625,2,"阴道","vagina",70.75
625,2,"阴囊","scrotum",61.42
625,2,"支气管内脏的","bronchovisceral",33.42
625,2,"支气管皮肤的","bronchocutaneous",33.42
625,2,"支气管食管的","bronchoesophageal",33.42
625,2,"支气管胸膜的","bronchopleural",34.73
625,2,"支气管胸膜皮肤的","bronchopleurocutaneous",34.73
625,2,"支气管胸膜纵隔的","bronchopleuromediastinal",34.73
625,2,"支气管纵隔的","bronchomediastinal",34.73
625,2,"直肠","rectum",48.73
