page,level,chinese,english,code
814,2,"直肠的","rectal",96.19
814,1,"调节","Adjustment",
814,2,"耳蜗假体装置(外部构件)","cochlear prosthetic device (external components)",95.49
814,2,"骨科装置(非侵入性)","orthopedic device (noninvasive)",
814,3,"外固定器-省略编码","external fixator-omit code",
814,2,"胃限制性装置(腹腔镜)","gastric restrictive device (laparoscopic)",44.98
814,2,"心脏起搏器程序(再编程)-省略编码","cardiac pacemaker program (reprogramming)-omit code",
814,2,"牙齿","dental",99.97
814,2,"眼镜","spectacles",95.31
814,2,"咬合面","occlusal",24.8
814,1,"调节,月经","Regulation, menstrual",69.6
814,1,"铁肺","Iron lung",93.99
814,1,"听力测定(贝克西5-音调)(阻抗)(镫骨反射性反应)(主观的)","Audiometry (Bekesy 5-tone) (impedance) (stapedial reflex response) (subjective)",95.41
814,1,"听力测验","Hearing test",95.47
814,1,"听小骨切除术NEC","Ossiculectomy NEC",19.3
814,2,"伴","with",
814,3,"镫骨切除术-另见镫骨切除术","stapedectomy-see also Stapedectomy",19.19
814,3,"镫骨松动术","stapes mobilization",19.0
814,3,"鼓室成形术","tympanoplasty",19.53
814,3,"修复术","revision",19.6
814,1,"听小骨切开术NEC","Ossiculotomy NEC",19.3
814,1,"停止","Arrest",
814,2,"出血-见控制,出血","hemorrhage-see Control, hemorrhage",
814,2,"骨生长(骨骺)","bone growth (epiphyseal)",78.20
814,3,"尺骨","ulna",78.23
814,3,"腓骨","fibula",78.27
814,3,"肱骨","humerus",78.22
814,3,"股骨","femur",78.25
814,3,"胫骨","tibia",78.27
814,3,"桡骨","radius",78.23
814,3,"用于钉合术-见钉合术,骨骺板","by stapling-see Stapling, epiphyseal plate",
814,2,"心的,诱发的(缺氧性)(循环的)","cardiac, induced (anoxic) (circulatory)",39.63
814,2,"循环的,诱发的(缺氧性)","circulatory, induced (anoxic)",39.63
814,1,"瞳孔成形术,造瞳术","Coreoplasty",12.35
814,1,"瞳孔切开术","Pupillotomy",12.35
815,1,"瞳孔松解术","Corelysis",12.35
815,1,"通道-见插入和插管法","Passage-see Insertion and Intubation",
815,1,"通道口成形术","Meatoplasty",
815,2,"耳","ear",18.6
815,2,"尿道","urethra",58.47
815,1,"通气","Ventilation",
815,2,"持续气道正压[CPAP]","continuous positive airway pressure [CPAP]",93.90
815,3,"由","delivered by",
815,4,"气管内管-见亚目","endotracheal tube-see subcategory",96.7
815,4,"气管造口-见亚目","tracheostomy-see subcategory",96.7
815,2,"非侵入性正压(NIPPV)","non-invasive positive pressure (NIPPV)",93.90
815,2,"负压(持续性)[CNP]","negative pressure (continuous) [CNP]",93.99
815,2,"呼气末正压呼吸[PEEP]","positive end expiratory pressure [PEEP]",
815,3,"非侵入性","non-invasive",93.90
815,3,"侵入性-见亚目","invasive-see subcategory",96.7
815,3,"机械性,NOS","mechanical, NOS",93.90
815,3,"非侵入性[NIPPV]","non-invasive [NIPPV]",93.90
815,3,"其他连续性(未特指时限)","other continuous invasive (unspecified duration)",96.70
815,4,"用于连续96小时或多于","for 96 consecutive hours or more",96.72
815,4,"用于连续少于96小时","for less than 96 consecutive hours",96.71
815,3,"气管内管-见亚目","by endotracheal tube-see subcategory",96.7
815,3,"气管内呼吸辅助-见亚目","endotracheal respiratory assistance-see subcategory",96.7
815,3,"气管造口-见亚目","by tracheostomy-see subcategory",96.7
815,3,"侵入性-见亚目","invasive-see subcategory",96.7
815,2,"间歇性正压呼吸[IPPB]","intermittent positive pressure breathing [IPPB]",93.91
815,2,"气管内呼吸辅助-见亚目","endotracheal respiratory assistance-see subcategory",96.7
815,2,"双水平气道正压[BiPAP]","bi-level positive airway pressure [BiPAP]",93.90
815,3,"由","delivered by",
815,4,"气管内管-见亚目","endotracheal tube-see subcategory",96.7
815,4,"气管造口-见亚目","tracheostomy-see subcategory",96.7
815,1,"通气[PSV]","Ventilation [PSV]",96.7
